"closure_id","stable_order","source_commit","source_path","source_sha256","source_bytes","source_lines","source_alpha_token_count","closure_included","canonical_reader_reachable","canonical_reader_order","inclusion_class","inclusion_reason","source_role","source_title_locator","source_olfileid","import_count","imports_resolved_ordered","imports_unresolved","incoming_importer_count","incoming_importers","asset_dependency_count","asset_dependencies","environment_total","environment_counts","part_macro_count","chapter_macro_count","section_macro_count","definition_object_count","theorem_object_count","proposition_object_count","lemma_object_count","corollary_object_count","example_object_count","problem_object_count","proof_object_count","figure_object_count","tikz_object_count","label_count","reference_count","citation_count","math_segment_count","ar_target_path","ar_status","ar_sha256","ar_qa","fa_IR_target_path","fa_IR_status","fa_IR_sha256","fa_IR_qa","paired_acceptance"
"OLP-0092","92","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/natural-deduction/provability-consistency.tex","9d967013e14c7f911bf612ddab65b22a2e5f8d90f182926741c0bf7cab5076bc","4037","132","284","true","true","92","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","","fol","0","","","1","content/first-order-logic/natural-deduction/natural-deduction.tex","0","","15","document:1|prob:1|proof:4|prooftree:5|prop:4","0","0","1","0","0","4","0","0","0","1","4","0","0","0","0","0","85","locale/ar/content/first-order-logic/natural-deduction/provability-consistency.tex","PENDING","","PENDING","locale/fa-IR/content/first-order-logic/natural-deduction/provability-consistency.tex","PENDING","","PENDING","PENDING"
"OLP-0093","93","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/natural-deduction/provability-propositional.tex","7be41cbf7877f1b7163f3cc9ad98867b4cf793b69f4a98e5734f731e3e802016","3950","134","252","true","true","93","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","","fol","0","","","1","content/first-order-logic/natural-deduction/natural-deduction.tex","0","","20","document:1|enumerate:6|explain:1|proof:3|prooftree:6|prop:3","0","0","1","0","0","3","0","0","0","0","3","0","0","0","0","0","47","locale/ar/content/first-order-logic/natural-deduction/provability-propositional.tex","PENDING","","PENDING","locale/fa-IR/content/first-order-logic/natural-deduction/provability-propositional.tex","PENDING","","PENDING","PENDING"
"OLP-0094","94","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/natural-deduction/provability-quantifiers.tex","c4a24bb64b2d02c75fcf5dcebe13d48c4684afd8f210da029ceefcb450990bf1","1796","64","161","true","true","94","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","","fol","0","","","1","content/first-order-logic/natural-deduction/natural-deduction.tex","0","","10","document:1|explain:1|proof:2|prooftree:2|prop:1|tagenumerate:2|thm:1","0","0","1","0","1","1","0","0","0","0","2","0","0","0","0","0","23","locale/ar/content/first-order-logic/natural-deduction/provability-quantifiers.tex","PENDING","","PENDING","locale/fa-IR/content/first-order-logic/natural-deduction/provability-quantifiers.tex","PENDING","","PENDING","PENDING"
"OLP-0095","95","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/natural-deduction/soundness.tex","e470b5e3a94dd4445dcedc0bbb2d4bb9c5520a3f79ea754f37e4ae1501376e35","13330","315","1381","true","true","95","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","Soundness","fol","0","","","1","content/first-order-logic/natural-deduction/natural-deduction.tex","0","","20","cor:2|document:1|enumerate:3|explain:1|prob:2|proof:2|prooftree:8|thm:1","0","0","1","0","1","0","0","2","0","2","2","0","0","0","9","0","228","locale/ar/content/first-order-logic/natural-deduction/soundness.tex","PENDING","","PENDING","locale/fa-IR/content/first-order-logic/natural-deduction/soundness.tex","PENDING","","PENDING","PENDING"
"OLP-0096","96","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/natural-deduction/identity.tex","d5df1d1bb3818a275e2439a584a3851036870182afde592fa6e8f80b55c00add","3953","125","375","true","true","96","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","","fol","0","","","1","content/first-order-logic/natural-deduction/natural-deduction.tex","0","","13","align*:1|defish:1|document:1|enumerate:1|ex:2|prob:2|prooftree:4|tabular:1","0","0","1","0","0","0","0","0","2","2","0","0","0","0","0","0","49","locale/ar/content/first-order-logic/natural-deduction/identity.tex","PENDING","","PENDING","locale/fa-IR/content/first-order-logic/natural-deduction/identity.tex","PENDING","","PENDING","PENDING"
"OLP-0097","97","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/natural-deduction/soundness-identity.tex","2544f37fa6d7a3d81b12c7e7309e1416680df9ee0d8d4e033084299370da0bc8","1653","48","176","true","true","97","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","","fol","0","","","1","content/first-order-logic/natural-deduction/natural-deduction.tex","0","","4","document:1|proof:1|prooftree:1|prop:1","0","0","1","0","0","1","0","0","0","0","1","0","0","0","1","0","30","locale/ar/content/first-order-logic/natural-deduction/soundness-identity.tex","PENDING","","PENDING","locale/fa-IR/content/first-order-logic/natural-deduction/soundness-identity.tex","PENDING","","PENDING","PENDING"
"OLP-0098","98","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/tableaux/tableaux.tex","eaf9e7719e1e71efb2b82fa80bae67063790e30ef901686a065a23536e253098","980","55","71","true","true","98","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","chapter_driver","Tableaux","","13","content/first-order-logic/tableaux/rules-and-proofs.tex|content/first-order-logic/tableaux/propositional-rules.tex|content/first-order-logic/tableaux/quantifier-rules.tex|content/first-order-logic/tableaux/derivations.tex|content/first-order-logic/tableaux/proving-things.tex|content/first-order-logic/tableaux/proving-things-quant.tex|content/first-order-logic/tableaux/proof-theoretic-notions.tex|content/first-order-logic/tableaux/provability-consistency.tex|content/first-order-logic/tableaux/provability-propositional.tex|content/first-order-logic/tableaux/provability-quantifiers.tex|content/first-order-logic/tableaux/soundness.tex|content/first-order-logic/tableaux/identity.tex|content/first-order-logic/tableaux/soundness-identity.tex","","2","content/first-order-logic/first-order-logic.tex|content/propositional-logic/propositional-logic.tex","0","","2","document:1|editorial:1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","locale/ar/content/first-order-logic/tableaux/tableaux.tex","PENDING","","PENDING","locale/fa-IR/content/first-order-logic/tableaux/tableaux.tex","PENDING","","PENDING","PENDING"
"OLP-0099","99","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/tableaux/rules-and-proofs.tex","93cbe7b304b8ad0c3140c23d139dccdf37df9fe8756cb25d8ca47efe1ee6f84d","2525","60","352","true","true","99","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","","fol","0","","","1","content/first-order-logic/tableaux/tableaux.tex","0","","2","defn:1|document:1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","19","locale/ar/content/first-order-logic/tableaux/rules-and-proofs.tex","PENDING","","PENDING","locale/fa-IR/content/first-order-logic/tableaux/rules-and-proofs.tex","PENDING","","PENDING","PENDING"
"OLP-0100","100","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/tableaux/propositional-rules.tex","0e0a8d69ddabb157d54f03e7ff21416fb0c818e481343f4ac00ee4ba1d5bf151","2339","94","127","true","true","100","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","Propositional Rules","fol","0","","","1","content/first-order-logic/tableaux/tableaux.tex","0","","6","defish:5|document:1","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","10","locale/ar/content/first-order-logic/tableaux/propositional-rules.tex","PENDING","","PENDING","locale/fa-IR/content/first-order-logic/tableaux/propositional-rules.tex","PENDING","","PENDING","PENDING"
"OLP-0101","101","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/tableaux/quantifier-rules.tex","800bfbb72d36d3e2c8f6d652146a797235f1cc785ad66457e2500919e2cc7a80","3959","110","355","true","true","101","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","Quantifier Rules","fol","0","","","1","content/first-order-logic/tableaux/tableaux.tex","0","","8","center:1|defish:2|document:1|explain:2|prooftree:1|tableau:1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","29","locale/ar/content/first-order-logic/tableaux/quantifier-rules.tex","PENDING","","PENDING","locale/fa-IR/content/first-order-logic/tableaux/quantifier-rules.tex","PENDING","","PENDING","PENDING"
"OLP-0102","102","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/tableaux/derivations.tex","3f3e041127342c4f2565632d33c855fcb7a87964d63beb38bd8313c8a71ad294","3883","97","443","true","true","102","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","","fol","0","","","1","content/first-order-logic/tableaux/tableaux.tex","0","","11","center:3|defn:1|document:1|enumerate:1|ex:1|explain:1|tableau:3","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","22","locale/ar/content/first-order-logic/tableaux/derivations.tex","PENDING","","PENDING","locale/fa-IR/content/first-order-logic/tableaux/derivations.tex","PENDING","","PENDING","PENDING"
"OLP-0103","103","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/tableaux/proving-things.tex","ba6a2d3c2f7c7504daa17942290c75084bbfab92663a492557ca6530a175d914","18685","461","1196","true","true","103","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","","fol","0","","","1","content/first-order-logic/tableaux/tableaux.tex","0","","24","document:1|enumerate:3|ex:3|oltableau:14|prob:3","0","0","1","0","0","0","0","0","3","3","0","0","0","0","0","0","61","locale/ar/content/first-order-logic/tableaux/proving-things.tex","PENDING","","PENDING","locale/fa-IR/content/first-order-logic/tableaux/proving-things.tex","PENDING","","PENDING","PENDING"
"OLP-0104","104","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/tableaux/proving-things-quant.tex","72370c12bee0766fb0e674ebae09ec7940f611ff7f9592284dadfe21516b4032","13575","345","1036","true","true","104","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","","fol","0","","","1","content/first-order-logic/tableaux/tableaux.tex","0","","23","document:1|enumerate:2|ex:3|oltableau:15|prob:2","0","0","1","0","0","0","0","0","3","2","0","0","0","0","0","0","53","locale/ar/content/first-order-logic/tableaux/proving-things-quant.tex","PENDING","","PENDING","locale/fa-IR/content/first-order-logic/tableaux/proving-things-quant.tex","PENDING","","PENDING","PENDING"
"OLP-0105","105","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/tableaux/proof-theoretic-notions.tex","bad25c1ba9db9de17f7c2ff5fffa2c4f9f00aa13d23c197e5337fe759d6fdd39","5711","191","565","true","true","105","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","Proof-Theoretic Notions","fol","0","","","1","content/first-order-logic/tableaux/tableaux.tex","0","","22","align*:1|defn:3|document:1|editorial:1|enumerate:2|explain:1|oltableau:1|prob:2|proof:5|prop:5","0","0","1","3","0","5","0","0","0","2","5","0","0","0","2","0","67","locale/ar/content/first-order-logic/tableaux/proof-theoretic-notions.tex","PENDING","","PENDING","locale/fa-IR/content/first-order-logic/tableaux/proof-theoretic-notions.tex","PENDING","","PENDING","PENDING"
"OLP-0106","106","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/tableaux/provability-consistency.tex","6d159d1c93f6b4bb24cf3d16e7f18096e15881679ef5f64db5b25cee57cccdef","6270","151","666","true","true","106","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","","fol","0","","","1","content/first-order-logic/tableaux/tableaux.tex","0","","12","align*:2|document:1|prob:1|proof:4|prop:4","0","0","1","0","0","4","0","0","0","1","4","0","0","0","0","0","71","locale/ar/content/first-order-logic/tableaux/provability-consistency.tex","PENDING","","PENDING","locale/fa-IR/content/first-order-logic/tableaux/provability-consistency.tex","PENDING","","PENDING","PENDING"
"OLP-0107","107","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/tableaux/provability-propositional.tex","5df9f0cf1b10689babb2051daad6426e2abee00e55001f14a896d1a37ae30446","6473","176","340","true","true","107","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","","fol","0","","","1","content/first-order-logic/tableaux/tableaux.tex","0","","23","document:1|enumerate:6|explain:1|oltableau:9|proof:3|prop:3","0","0","1","0","0","3","0","0","0","0","3","0","0","0","0","0","21","locale/ar/content/first-order-logic/tableaux/provability-propositional.tex","PENDING","","PENDING","locale/fa-IR/content/first-order-logic/tableaux/provability-propositional.tex","PENDING","","PENDING","PENDING"
"OLP-0108","108","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/tableaux/provability-quantifiers.tex","e12b4c0aff44de0e26d0a5c1e9b7ec2a781be5677035cb2c79cad3a7487c32e3","3148","89","281","true","true","108","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","","fol","0","","","1","content/first-order-logic/tableaux/tableaux.tex","0","","14","align*:1|center:1|document:1|explain:1|oltableau:2|proof:2|prop:1|tableau:2|tagenumerate:2|thm:1","0","0","1","0","1","1","0","0","0","0","2","0","0","0","0","0","21","locale/ar/content/first-order-logic/tableaux/provability-quantifiers.tex","PENDING","","PENDING","locale/fa-IR/content/first-order-logic/tableaux/provability-quantifiers.tex","PENDING","","PENDING","PENDING"
"OLP-0109","109","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/tableaux/soundness.tex","49f119364f19485fa74c0c18e849f20b746e8edec9fdccb9e98a8aff7250a744","11066","241","1292","true","true","109","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","Soundness","fol","0","","","1","content/first-order-logic/tableaux/tableaux.tex","0","","15","cor:3|defn:1|document:1|enumerate:3|explain:1|prob:2|proof:3|thm:1","0","0","1","1","1","0","0","3","0","2","3","0","0","0","10","0","142","locale/ar/content/first-order-logic/tableaux/soundness.tex","PENDING","","PENDING","locale/fa-IR/content/first-order-logic/tableaux/soundness.tex","PENDING","","PENDING","PENDING"
"OLP-0110","110","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/tableaux/identity.tex","b40df45226792d6995a13afbc4341601207236b40cdb11920e9d48d0c81b2088","3501","106","322","true","true","110","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","","fol","0","","","1","content/first-order-logic/tableaux/tableaux.tex","0","","8","defish:1|document:1|enumerate:1|ex:1|oltableau:3|prob:1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","49","locale/ar/content/first-order-logic/tableaux/identity.tex","PENDING","","PENDING","locale/fa-IR/content/first-order-logic/tableaux/identity.tex","PENDING","","PENDING","PENDING"
"OLP-0111","111","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/tableaux/soundness-identity.tex","3e9430f5d59a07997815894a8a190147e796825fea24a326dd9f7af6767ad519","1745","46","219","true","true","111","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","","fol","0","","","1","content/first-order-logic/tableaux/tableaux.tex","0","","3","document:1|proof:1|prop:1","0","0","1","0","0","1","0","0","0","0","1","0","0","0","4","0","27","locale/ar/content/first-order-logic/tableaux/soundness-identity.tex","PENDING","","PENDING","locale/fa-IR/content/first-order-logic/tableaux/soundness-identity.tex","PENDING","","PENDING","PENDING"
"OLP-0112","112","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/axiomatic-deduction/axiomatic-deduction.tex","ba510c171a8d19895307b36b2b06d3f64970bc5d926cfad52412da2a0727db20","1273","60","108","true","true","112","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","chapter_driver","","","13","content/first-order-logic/axiomatic-deduction/rules-and-proofs.tex|content/first-order-logic/axiomatic-deduction/axioms-rules-propositional.tex|content/first-order-logic/axiomatic-deduction/axioms-rules-quantifiers.tex|content/first-order-logic/axiomatic-deduction/proving-things.tex|content/first-order-logic/axiomatic-deduction/proving-things-quant.tex|content/first-order-logic/axiomatic-deduction/proof-theoretic-notions.tex|content/first-order-logic/axiomatic-deduction/deduction-theorem.tex|content/first-order-logic/axiomatic-deduction/deduction-theorem-quantifiers.tex|content/first-order-logic/axiomatic-deduction/provability-consistency.tex|content/first-order-logic/axiomatic-deduction/provability-propositional.tex|content/first-order-logic/axiomatic-deduction/provability-quantifiers.tex|content/first-order-logic/axiomatic-deduction/soundness.tex|content/first-order-logic/axiomatic-deduction/identity.tex","","2","content/first-order-logic/first-order-logic.tex|content/propositional-logic/propositional-logic.tex","0","","2","document:1|editorial:1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","locale/ar/content/first-order-logic/axiomatic-deduction/axiomatic-deduction.tex","PENDING","","PENDING","locale/fa-IR/content/first-order-logic/axiomatic-deduction/axiomatic-deduction.tex","PENDING","","PENDING","PENDING"
"OLP-0113","113","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/axiomatic-deduction/rules-and-proofs.tex","c630189af9db5f45a849e5d1b6362895bf575dd6d2236a169eb5e0fdba9ed439","3668","97","537","true","true","113","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","","fol","0","","","1","content/first-order-logic/axiomatic-deduction/axiomatic-deduction.tex","0","","11","defn:4|document:1|enumerate:2|explain:1|quote:3","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","57","locale/ar/content/first-order-logic/axiomatic-deduction/rules-and-proofs.tex","PENDING","","PENDING","locale/fa-IR/content/first-order-logic/axiomatic-deduction/rules-and-proofs.tex","PENDING","","PENDING","PENDING"
"OLP-0114","114","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/axiomatic-deduction/axioms-rules-propositional.tex","8d19f7612edbb87db30f052b75e8208638a5c68570ef05faf6332111fbbc69fe","1512","44","145","true","true","114","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","Axioms and Rules for the Propositional Connectives","fol","0","","","1","content/first-order-logic/axiomatic-deduction/axiomatic-deduction.tex","0","","4","align:1|defn:2|document:1","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","5","locale/ar/content/first-order-logic/axiomatic-deduction/axioms-rules-propositional.tex","PENDING","","PENDING","locale/fa-IR/content/first-order-logic/axiomatic-deduction/axioms-rules-propositional.tex","PENDING","","PENDING","PENDING"
"OLP-0115","115","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/axiomatic-deduction/axioms-rules-quantifiers.tex","e860523ec9605b17fb155fccbb22e644837c26de84ab11439422af805a26e2b3","1007","35","114","true","true","115","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","Axioms and Rules for Quantifiers","fol","0","","","1","content/first-order-logic/axiomatic-deduction/axiomatic-deduction.tex","0","","4","align:1|defn:2|document:1","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","12","locale/ar/content/first-order-logic/axiomatic-deduction/axioms-rules-quantifiers.tex","PENDING","","PENDING","locale/fa-IR/content/first-order-logic/axiomatic-deduction/axioms-rules-quantifiers.tex","PENDING","","PENDING","PENDING"
"OLP-0116","116","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/axiomatic-deduction/proving-things.tex","ac5dc1913eb14bc8d0ba0adb9d45d08b0882f02c4d7f152b654fc153f61fb1a7","5603","133","723","true","true","116","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","","fol","0","","","1","content/first-order-logic/axiomatic-deduction/axiomatic-deduction.tex","0","","11","derivation:3|document:1|enumerate:1|ex:3|prob:1|proof:1|prop:1","0","0","1","0","0","1","0","0","3","1","1","0","0","0","17","0","79","locale/ar/content/first-order-logic/axiomatic-deduction/proving-things.tex","PENDING","","PENDING","locale/fa-IR/content/first-order-logic/axiomatic-deduction/proving-things.tex","PENDING","","PENDING","PENDING"
"OLP-0117","117","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/axiomatic-deduction/proving-things-quant.tex","afb6d653daa62d083e07ff556fdde130783b2643fdd23270e1ae0e1ec0140767","1527","37","168","true","true","117","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","","fol","0","","","1","content/first-order-logic/axiomatic-deduction/axiomatic-deduction.tex","0","","3","align*:1|document:1|ex:1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","7","0","2","locale/ar/content/first-order-logic/axiomatic-deduction/proving-things-quant.tex","PENDING","","PENDING","locale/fa-IR/content/first-order-logic/axiomatic-deduction/proving-things-quant.tex","PENDING","","PENDING","PENDING"
"OLP-0118","118","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/axiomatic-deduction/proof-theoretic-notions.tex","d5cd7ef578090b935af9013ba65f020ea8c043b95ec17ed9a758a01129bbf859","4402","137","493","true","true","118","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","Proof-Theoretic Notions","fol","0","","","1","content/first-order-logic/axiomatic-deduction/axiomatic-deduction.tex","0","","19","defn:3|document:1|enumerate:2|explain:1|prob:2|proof:5|prop:5","0","0","1","3","0","5","0","0","0","2","5","0","0","0","2","0","70","locale/ar/content/first-order-logic/axiomatic-deduction/proof-theoretic-notions.tex","PENDING","","PENDING","locale/fa-IR/content/first-order-logic/axiomatic-deduction/proof-theoretic-notions.tex","PENDING","","PENDING","PENDING"
"OLP-0119","119","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/axiomatic-deduction/deduction-theorem.tex","f74129e7541a9452530ebc0ab630c8763cd0d4177532baf43cd249c635642cd4","4859","133","542","true","true","119","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","The Deduction Theorem","fol","0","","","1","content/first-order-logic/axiomatic-deduction/axiomatic-deduction.tex","0","","11","align*:1|derivation:1|document:1|enumerate:1|prob:2|proof:2|prop:2|thm:1","0","0","1","0","1","2","0","0","0","2","2","0","0","0","16","0","59","locale/ar/content/first-order-logic/axiomatic-deduction/deduction-theorem.tex","PENDING","","PENDING","locale/fa-IR/content/first-order-logic/axiomatic-deduction/deduction-theorem.tex","PENDING","","PENDING","PENDING"
"OLP-0120","120","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/axiomatic-deduction/deduction-theorem-quantifiers.tex","0da5dfe61f218d9ef0820e07f1e6c0d71ef4e912d010e83e7484690bdd9af1e7","2234","59","269","true","true","120","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","The Deduction Theorem with Quantifiers","fol","0","","","1","content/first-order-logic/axiomatic-deduction/axiomatic-deduction.tex","0","","5","align*:1|document:1|prob:1|proof:1|thm:1","0","0","1","0","1","0","0","0","0","1","1","0","0","0","3","0","17","locale/ar/content/first-order-logic/axiomatic-deduction/deduction-theorem-quantifiers.tex","PENDING","","PENDING","locale/fa-IR/content/first-order-logic/axiomatic-deduction/deduction-theorem-quantifiers.tex","PENDING","","PENDING","PENDING"
"OLP-0121","121","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/axiomatic-deduction/provability-consistency.tex","069b652fa3cf1c8e7719ae95d355398b866c9ecf42ff747b755ddbf5fd3b6eef","2979","94","256","true","true","121","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","","fol","0","","","1","content/first-order-logic/axiomatic-deduction/axiomatic-deduction.tex","0","","12","document:1|prob:3|proof:4|prop:4","0","0","1","0","0","4","0","0","0","3","4","0","0","0","14","0","36","locale/ar/content/first-order-logic/axiomatic-deduction/provability-consistency.tex","PENDING","","PENDING","locale/fa-IR/content/first-order-logic/axiomatic-deduction/provability-consistency.tex","PENDING","","PENDING","PENDING"
"OLP-0122","122","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/axiomatic-deduction/provability-propositional.tex","4dd07507288e361d9d65dcbb7c3de67f4e3c83e9853b6d9032dcc9cba3cef187","2716","85","249","true","true","122","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","","fol","0","","","1","content/first-order-logic/axiomatic-deduction/axiomatic-deduction.tex","0","","15","derivation:1|document:1|enumerate:6|explain:1|proof:3|prop:3","0","0","1","0","0","3","0","0","0","0","3","0","0","0","9","0","21","locale/ar/content/first-order-logic/axiomatic-deduction/provability-propositional.tex","PENDING","","PENDING","locale/fa-IR/content/first-order-logic/axiomatic-deduction/provability-propositional.tex","PENDING","","PENDING","PENDING"
"OLP-0123","123","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/axiomatic-deduction/provability-quantifiers.tex","a0c03c490e2874b9946b5ff3942c8a4ba73696d13cca2b30e84a19d17dfb3066","1499","51","129","true","true","123","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","","fol","0","","","1","content/first-order-logic/axiomatic-deduction/axiomatic-deduction.tex","0","","8","document:1|explain:1|proof:2|prop:1|tagenumerate:2|thm:1","0","0","1","0","1","1","0","0","0","0","2","0","0","0","2","0","14","locale/ar/content/first-order-logic/axiomatic-deduction/provability-quantifiers.tex","PENDING","","PENDING","locale/fa-IR/content/first-order-logic/axiomatic-deduction/provability-quantifiers.tex","PENDING","","PENDING","PENDING"
"OLP-0124","124","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/axiomatic-deduction/soundness.tex","a3a783ae2add6b2420527ad65c82eb6a5e0c02ac8a44e3b34b757bc27985c1cf","5850","144","756","true","true","124","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","Soundness","fol","0","","","1","content/first-order-logic/axiomatic-deduction/axiomatic-deduction.tex","0","","11","cor:2|document:1|enumerate:1|explain:1|prob:1|proof:3|prop:1|thm:1","0","0","1","0","1","1","0","2","0","1","3","0","0","0","14","0","95","locale/ar/content/first-order-logic/axiomatic-deduction/soundness.tex","PENDING","","PENDING","locale/fa-IR/content/first-order-logic/axiomatic-deduction/soundness.tex","PENDING","","PENDING","PENDING"
